file_name,prn,name,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50
10001093_Calderdale College_Submission.txt,10001093,Calderdale College,0.0046562123039807,0.030518697225573,0.0113630880579011,0.0215440289505428,0.00325693606755127,0.00224366706875754,0.0224366706875754,0.0227020506634499,0.00185765983112183,0.0117249698431846,0.0564776839565742,0.0440772014475271,0.0170084439083233,0.00562123039806996,0,0.0596622436670688,0.00735826296743064,0.038962605548854,0,0.0238359469240048,0.00388419782870929,0,0,0.0244390832328106,0.03437876960193,0.0650422195416164,0.15891435464415,0,0.0092400482509047,0.00484921592279855,0.0716525934861279,0.00200241254523522,0.000868516284680338,0.0585524728588661,0,0.00600723763570567,0.00103739445114596,0.0160916767189385,0,0.0127864897466828,0.0385283474065139,0.0596139927623643,0,0.00986731001206273,0.0083232810615199,0.0229674306393245,0.000289505428226779,0,0.00180940892641737,0.00354644149577805
10001116_Cambridge Regional College_Submission.txt,10001116,Cambridge Regional College,0,0.000193798449612403,0,0,0,0.0147286821705426,0,0.0174418604651163,0,0,0.0945736434108527,0.0377906976744186,0.00988372093023256,0,0,0.108914728682171,0,0.0501937984496124,0,0,0,0.00445736434108527,0,0.163178294573643,0.010077519379845,0.0494186046511628,0.0928294573643411,0,0.0104651162790698,0,0,0.0133720930232558,0,0,0.0315891472868217,0,0.0317829457364341,0.0145348837209302,0.000193798449612403,0.062984496124031,0,0.0887596899224806,0,0.0319767441860465,0.0286821705426357,0.0153100775193798,0.00813953488372093,0,0.00852713178294574,0
10001143_Canterbury Christ Church University_Submission.txt,10001143,Canterbury Christ Church University,0.0217726798748697,0.0448800834202294,0.00654848800834202,0.00942648592283629,0.0182898852971846,0,0.042043795620438,0.0120542231491137,0.00425443169968717,0.0440041710114703,0.0764337851929093,0.0181021897810219,0.0208967674661105,0,0.000375391032325339,0.00116788321167883,0,0.00688216892596455,0,0.0131595411887383,0,0,0.00164754953076121,0,0,0.0569760166840459,0.135745568300313,0.0002711157455683,0.00942648592283629,0.000959332638164755,0.0823774765380605,0,0,0.0893847758081335,0,0.0037956204379562,0.0305318039624609,0.0397497393117831,0,0.0597914494264859,0.0219603753910323,0.00218978102189781,0.0024400417101147,0.00767466110531804,0.0778936392075078,0.00302398331595412,0.00235662148070907,0.00456725755995829,0,0.0269447340980188
10001144_Canterbury College_Submission.txt,10001144,Canterbury College,0.0380752212389381,0.0246902654867257,0.0025,0.00621681415929204,0.0126769911504425,0.00108407079646018,0.0752212389380531,0.0101327433628319,0,0.00889380530973451,0.0119911504424779,0.021283185840708,0.0270575221238938,0,0.0107522123893805,0.0628318584070797,0,0.0336061946902655,0,0.00230088495575221,0.000287610619469027,0.00179203539823009,0,0.0737610619469027,0.00646017699115044,0.0280973451327434,0.101017699115044,0.000641592920353982,0.0505309734513274,0,0.045641592920354,0.00256637168141593,0,0.057146017699115,0.0104424778761062,0.0119469026548673,0.010353982300885,0.0249336283185841,0,0.0193805309734513,0.0221902654867257,0.0665044247787611,0.00429203539823009,0.0350442477876106,0.0172787610619469,0.0401106194690265,0,0,0,0.0202654867256637
10001282_University of Northumbria at Newcastle_Submission.txt,10001282,University of Northumbria at Newcastle,0.00214778325123153,0.0555270935960591,0.0219901477832512,0.0192906403940887,0.016,0,0.0754088669950739,0.00685714285714286,0.00372413793103448,0.0188768472906404,0.090679802955665,0.0152118226600985,0.00206896551724138,0,0,0.00327093596059113,0,0.00486699507389163,0.0273300492610837,0.00376354679802956,1.97044334975369e-05,0.000689655172413793,0.000295566502463054,0,0,0.0533004926108374,0.154266009852217,0,0.0344630541871921,0.000669950738916256,0.0783054187192118,0.000788177339901478,0,0.0769064039408867,0,0.00991133004926108,0.00900492610837438,0.029064039408867,0.000295566502463054,0.0442955665024631,0.0423054187192118,0.00364532019704434,0.00463054187192118,0.0157832512315271,0.0452216748768473,0.00045320197044335,0,0.018423645320197,0.00301477832512315,0.00723152709359606
10001386_The Chicken Shed Theatre Trust_Submission.txt,10001386,The Chicken Shed Theatre Trust,0,0.025597532767926,0.0434335646363403,0.0507581598560781,0.0467232074016962,0,0.000565407350295554,0.00873811359547674,0.000925212027756361,0.0106913389874068,0.0594705731174505,0.00208172706245181,0.0309946029298381,0.00750449755846826,0,0.060549987149833,0.00113081470059111,0.0787715240298124,0,0.00292983808789514,0,0,0,0.00341814443587767,0.00899511693652018,0.032408121305577,0.10745309689026,0.000514006682086867,0.00917501927525058,0.000796710357234644,0.062503212541763,0,0,0.0218709843227962,0,0,0,0.00514006682086867,0,0,0.0398612181958365,0.00853251092264199,0.0019532253919301,0.00706759187869442,0.0195836545875096,0.0224620920071961,0.000462606013878181,0,0.174222564893344,0.0427139552814187
10001457_City College Brighton and Hove_Submission.txt,10001457,City College Brighton and Hove,0.00287756598240469,0.044299853372434,0.00745967741935484,0.0667705278592375,0.0304435483870968,0.00293255131964809,0.0181451612903226,0.0144244868035191,0.00196114369501466,0.024541788856305,0.0652675953079179,0.0149743401759531,7.33137829912023e-05,0.00260263929618768,0,0.0504948680351906,0.00188782991202346,0.0959677419354839,0,0.000879765395894428,0.00104472140762463,0,0.000861436950146628,0,0.0030241935483871,0.0156891495601173,0.104160557184751,0,0.00515029325513196,0.0466275659824047,0.0746700879765396,0,0,0.0437683284457478,0,0.0151576246334311,0,0.013691348973607,0,0.00355571847507331,0.0551136363636364,0.0729288856304985,0.0030425219941349,0.0328445747800587,0.0030608504398827,0.0517595307917889,0.00120967741935484,0,0.00531524926686217,0.00131964809384164
10001467_City of Bristol College_Submission.txt,10001467,City of Bristol College,0.00346168805912096,0.0295215869311552,0.0219758848697005,0.0262154803578374,0,0.00602878257487359,0.0105017502917153,0.0411124076234928,0.00373395565927655,0,0.0504084014002334,0.0701672500972384,0.038195254764683,0,0,0.0166861143523921,0.00116686114352392,0.0140412290937378,0,0.00420070011668611,0.00221703617269545,0,0,0.0177362893815636,0.0073901205756515,0.0697394010112797,0.117191754181252,0,0.0492415402567094,0.0375729288214702,0.0390898483080513,0.000855698171917542,0,0.0311551925320887,0,0.00532866588875924,0,0.0179307662388176,0,0.0846752236483858,0.0212757681835862,0.108051341890315,0,0.00470633994554648,0.0210812913263322,0.0260598988720342,0,0,0.000700116686114352,0.00058343057176196
10001475_Sunderland College_Submission.txt,10001475,Sunderland College,0,0.0140990580370708,0,0.0137951990276512,0,0.00741415982983896,0.0218778486782133,0.0326952294135521,0.000182315405651778,0.0027043451838347,0.0472196900638104,0.00391978122151322,0.0971133394105135,0.000364630811303555,0.000881191127316925,0.0276207839562443,0.00124582193862048,0.0238225463384989,0,0.00267395928289274,0,0,0,0.10850805226375,0.002461257976299,0.00856882406563355,0.170951078699483,0,0.00367669401397751,0,0.0281069583713157,0,0,0.0670616833789122,0.00343360680644181,0.00756608933454877,0,0.017198419933151,0,0.00935885749012458,0.0178061379519903,0.115952597994531,0.000638103919781222,0.0459738681251899,0.0184138559708295,0.0216955332725615,0.0536007292616226,0,0.00139775144333029,0
10001478_City University of London_Submission.txt,10001478,City University of London,0,0.0911471610660487,0.00500579374275782,0.0178215527230591,0.0154113557358053,0,0.0494785631517961,0.00120509849362688,0.00187717265353418,0.0918655851680185,0.0596060254924681,0.0290150637311703,0.00389339513325608,0.000625724217844728,0,0.00440324449594438,0,0.00725376593279258,0,0.000463499420625724,0.020811123986095,0,0.00463499420625724,0,0.00600231749710313,0.032630359212051,0.211263035921205,0,0.00760139049826188,0.000370799536500579,0.0701042873696408,0,0,0.0527694090382387,2.31749710312862e-05,0.000718424101969873,0,0.02720741599073,0,0.0450289687137891,0.0320278099652375,0.000533024333719583,0.0205098493626883,0.0241019698725377,0.0413673232908459,0.00502896871378911,0.00326767091541136,0.00254924681344148,0.00196987253765933,0.0104055619930475
10001503_Cleveland College of Art and Design_Submission.txt,10001503,Cleveland College of Art and Design,0,0.0266466247608636,0.0183383438097841,0.0132823175731074,0,0.0182563541951353,0.00721508608909538,0.0259633779721235,0,0.0285870456408855,0.0608089641978683,0.0667668761956819,0.0235036895326592,0.008827548510522,0,0.0202514348182564,0,0.0168898606176551,0,0,0,0.00347089368679967,0.000601257174091282,0.00199508062312107,0.0315113418966931,0.0353921836567368,0.119704837387264,0.0111779174637879,0.0823175731074064,0,0.0565181743645805,0.0015031429352282,0,0.070483738726428,0,0.00620388084176004,0,0.0120798032249248,0,0.0160972943427166,0.0365946980049194,0.0981142388630773,0.000847226018037715,0.0245422246515441,0.0276305001366494,0.0200601257174091,0.00276031702650998,0,0.00327958458595245,0.00177644165072424
10001535_Colchester Institute_Submission.txt,10001535,Colchester Institute,0.00136425648021828,0.0213506139154161,0.00839017735334243,0,0,0,0.00907230559345157,0.0146657571623465,0,0.0536834924965894,0.0316507503410641,0.0313778990450205,0.0695088676671214,0,0.00150068212824011,0.01268758526603,0,0.0101637107776262,0,0.0298772169167804,0,0,0.000682128240109141,0.0204638472032742,0.0167803547066849,0.0709413369713506,0.0957025920873124,0,0,0.000682128240109141,0.000272851296043656,0.0937244201909959,0.00102319236016371,0.0478171896316508,0,0.0351296043656207,0,0.0577080491132333,0,0.0723738062755798,0.0939972714870396,0.0545702592087312,0,0.0139154160982265,0.0147339699863574,0,0.00184174624829468,0,0.0123465211459754,0
10001653_The Conservatoire for Dance and Drama_Submission.txt,10001653,The Conservatoire for Dance and Drama,0,0,0.0821428571428572,0,0,0,0,0.158333333333333,0.120238095238095,0,0.0630952380952381,0,0,0,0,0,0.0857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380952380952381,0.0607142857142857,0,0.0488095238095238,0,0,0,0,0.0642857142857143,0.14047619047619,0,0,0.138095238095238,0
10001696_Cornwall College_Submission.txt,10001696,Cornwall College,0.0101062676209065,0.0534157449577098,0.0202342225113858,0.0230535675558447,0.00466276295814357,0,0.0164606376057254,0.0260680980264585,0,0.0230535675558447,0.0321188462372587,0.00472782476686185,0.0093472131858599,0,0.0866623292127521,0.0345911949685535,0.00396877033181522,0.0298199956625461,0.00169160702667534,0.00936890045543266,0.0027109086965951,0.00225547603556712,0.00470613749728909,0.0300151810887009,0,0.0343526350032531,0.121643895033615,0,0.0033181522446324,0.0159184558664064,0.0841032314031663,0.0039253957926697,0.000238559965300369,0.0419648666232921,0.016048579483843,0,0,0.0485577965734114,0.000303621774018651,0.0304706137497289,0.0391238343092605,0.0489481674257211,0.023031880286272,0.0082411624376491,0.031554977228367,0.0076339188896118,0,0,0,0.0115810019518543
